PeakID,Title,Scans,RT left(min),RT (min),RT right (min),Precursor m/z,Height,Area,Model masses,Adduct,Isotope,Comment,Reference RT,Reference m/z,Formula,Ontology,InChIKey,SMILES,Annotation tag (VS1.0),RT matched,m/z matched,MS/MS matched,RT similarity,Dot product,Reverse dot product,Fragment presence %,Total score,S/N,MS1 isotopes,MSMS spectrum
6455,Unknown,4064,9.815066,9.868783,9.996516,336.099,588601.5,1982150,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,3.482547,335.94998:174594 336.0303:179845 336.05515:2416032 336.09897:234553 336.97113:446821 337.05948:323281 337.16663:259998 337.20187:110683 337.94751:180242 338.16861:96659 338.96759:285837 339.06528:124010 340.12927:131728 340.96817:7746342,73.03448:4899 78.76296:4517 79.95641:34746 80.96382:53599 89.27965:5466 91.04077:21969 92.04896:83942 95.01224:22706 96.31321:4292 118.84261:4564 121.02797:142201 123.00782:9971 131.10983:4697 136.01488:7792 136.03896:11314 137.024:11630 148.16705:5156 148.18074:5590 152.01051:6436 159.97174:29453 165.01834:63339 170.0611:7496 171.04558:5842 178.99789:26789 181.0136:59941 181.05264:12259 184.99077:7420 197.04794:13346 198.05646:164850 201.02681:5358 202.03082:11191 212.07016:21639 213.07823:41879 228.10168:7345 228.98013:51147 229.86325:5202 242.04465:91246 255.99277:17988 256.06271:16210 257.06836:20842 258.73398:5644 262.01758:16760 272.09415:29395 276.03207:5662 292.06641:77711 292.10904:88040 332.76382:5556 335.95282:52135 336.05838:395018 336.14606:12549
6459,Unknown,4064,9.55635,9.868783,9.951333,438.9666,29895348,287897952,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,163.2949,438.96655:7807584 439.96945:700674 441.01062:100888 441.12265:105635 443.03207:378400 443.19281:99571,58.47007:4342 61.10769:5150 68.99445:62737 79.95599:29477 80.96389:53171 84.98884:4556 89.5499:4848 92.99386:18600 99.0069:5194 118.99144:14614 126.90226:5343 130.99207:152399 135.05582:23870 168.98935:146944 180.98819:361756 230.9854:34887 241.9129:5319 242.98708:41366 243.07695:10229 258.98285:21248 261.09079:6934 280.98254:20478 308.97687:280218 330.06284:10462 330.98019:522676 345.08267:5782 346.97528:5553 357.04688:5467 358.96793:10212 374.96536:6119 414.96295:5994 438.97031:28618 439.08041:103765
6464,Unknown,4068,9.6101,9.877833,10.07747,184.0432,5169523,33134726,,[M-H]-,M + 0,found in higher mz's MsMs_6469; found in higher mz's MsMs_6468,,,,,,,999,FALSE,FALSE,FALSE,,,,,,97.63588,184.01895:328212 184.04323:1427091 184.10541:219863 185.11774:306951 187.09657:225348 187.96677:110394,53.00111:3472 56.32257:2895 63.96143:19164 64.9687:50262 73.52535:3496 79.95583:14522 87.82152:3883 92.04925:21941 99.92521:3986 105.99525:4362 108.01124:23438 118.06548:27836 120.08016:40163 121.99062:4819 140.99852:5095 156.01105:10889 156.10905:5911 162.49226:35397 162.99239:5473 170.00223:6224 171.29411:4285 183.0117:8297 184.01991:18467 184.04225:152886 184.10597:21721
6468,Unknown,4068,9.663134,9.877833,10.16742,242.0858,5756266.5,35783604,,[M-H]-,M + 0,found in higher mz's MsMs_6455,,,,,,,999,FALSE,FALSE,FALSE,,,,,,59.40229,242.01262:116371 242.0403:215383 242.08578:1878428 243.01991:440200 243.04436:316303 243.07042:138899 243.08929:215636 244.98488:5842300 245.01219:148554 245.04948:141104 245.06039:179917 245.09364:393108 245.13943:1204431 245.98897:346576 246.0092:109410 247.06386:159976,51.50905:4098 63.96129:288492 64.96912:209066 78.46876:4100 79.95618:41668 80.96346:8114 91.01688:6378 95.01224:4836 106.0408:7920 106.62841:4850 121.02892:8515 122.03536:16719 136.04236:282661 139.99263:57522 141.00041:53159 155.98701:10374 167.00653:15615 171.01164:5939 178.097:10651 182.97177:5716 184.04237:328976 198.01433:7165 198.03284:14809 200.03831:11327 212.07602:5435 214.05536:13699 224.03029:36788 226.98827:7803 227.04991:5173 242.0593:10841 242.08429:7815
6469,Unknown,4068,9.708233,9.877833,10.06852,286.0751,18462136,140817744,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,73.79567,286.04877:110140 286.07513:5050370 286.1199:150327 287.01483:98138 287.04193:383260 287.07825:670413 287.0921:153650 287.10364:106169 287.12903:119908 287.14957:462340 287.97305:101049 288.01825:112874 288.0542:124664 288.07159:324361 289.10855:129499 289.12021:194085 289.12952:348818 289.16565:281046 289.99295:129473 291.02029:178341,57.36147:4249 59.90425:4250 63.96132:137073 64.96913:79767 79.95617:42162 80.96381:24535 80.98626:4526 99.0069:8004 99.99725:4707 107.04843:9023 114.48703:4663 117.45403:4732 120.51781:4426 122.05966:14001 125.05952:5757 135.05406:6427 136.04239:181728 139.99274:49937 141.00046:51811 156.34796:4543 171.0074:5141 183.01227:31909 184.01604:62107 184.04239:344633 186.62915:4902 198.0302:7607 205.97716:7048 206.11742:5134 212.07602:6444 228.06575:5015 242.08788:14336 246.01492:8103 256.06647:31321 268.07434:12632 286.08572:304030
6481,Unknown,4072,9.6544,9.8869,9.951333,362.0105,4877932.5,46197040,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,16.18427,362.01083:1120959 363.01401:207859 363.14523:190486 363.18134:182642 363.20267:135911 364.00824:412556 364.94028:186863 365.16025:125943 365.19666:139959,50.02874:4432 59.01196:7171 79.9563:164307 80.96401:81297 82.31654:4810 85.02804:38905 92.04932:5325 92.58354:5212 95.98682:5072 117.01699:5201 118.18791:4362 123.25405:4886 155.98332:13961 164.35283:5452 171.00803:36262 186.03136:25466 207.00723:6159 208.01659:6573 213.16995:5299 224.011:19789 226.0473:6180 239.03387:12928 254.0575:14075 260.01373:6427 267.02832:13857 282.05365:51203 298.04599:5586 318.0531:11316 331.965:7573 334.01675:7022 346.98755:7057 362.01251:248006 362.16946:6753
6495,Unknown,4076,9.743466,9.89595,10.10457,402.0969,5941414,40774536,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,71.12734,401.89987:159554 402.09686:1496531 403.1008:316003 404.09421:455150 405.19073:91741 405.21396:118969 407.00317:116623 407.03238:208947,52.01344:5088 55.75991:4772 57.0332:61355 57.65806:4459 58.73047:5886 59.01238:13307 59.8423:4921 69.03307:103718 71.19282:4375 72.99129:5014 78.38444:5556 79.9562:32251 80.96346:23404 101.02277:20588 113.02372:89602 129.05399:8102 145.17337:5948 150.74568:5810 151.07449:10211 155.98535:29747 156.99339:10292 171.00761:184407 182.97179:10965 186.03111:69396 197.99583:18789 210.0316:6860 210.68271:6355 226.02795:21336 240.04306:11878 241.05156:21523 253.01218:10528 256.07434:36321 268.0369:13029 270.07123:6035 277.95602:19680 282.05331:10449 285.04282:27659 298.58847:5585 300.06677:292450 357.91235:23018 402.04355:11944 402.18121:6550
6500,Unknown,4080,9.815066,9.904966,10.20348,158.0005,2148320,12339538,,[M-H]-,M + 0,found in higher mz's MsMs_6501,,,,,,,999,FALSE,FALSE,FALSE,,,,,,33.55602,158.0005:718096 158.03481:572340 159.99753:221438 160.95589:444845 161.03479:172476 162.05527:204309 162.95271:189533,57.34787:2735 86.44225:3228 102.97286:3577 107.07575:3986 142.98848:14379 152.52914:3834 158.0359:251752 158.1264:4544
6501,Unknown,4080,9.7974,9.904966,9.978416,201.9903,5335739.5,30066018,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,36.36485,201.9903:1565756 202.04488:101325 203.01814:4173922 203.96179:277958 203.98784:430820 204.02094:369937 204.9726:147551 205.01366:273479 205.06105:622617 205.08606:114298 205.09787:455426 205.15921:183261 205.45218:93165 205.94119:1963326 205.95868:177588,59.01238:1900 61.61236:1700 79.95615:22288 80.96346:3164 81.33788:1831 87.02451:1767 89.20369:1823 97.56701:1622 99.9947:24305 104.88107:1712 114.01002:42329 123.02982:2070 127.98988:4577 138.03056:7142 138.05518:1932 139.05603:4023 158.00012:261858 158.03592:7019 158.06018:32383 159.03816:38145 159.9716:33791 170.82089:1907 186.96574:4449 201.94717:9496 201.99329:24531 202.0266:13648 202.04988:7942 202.118:2874
6503,Unknown,4080,9.573934,9.904966,10.14935,205.9412,5841323,39539220,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,145.8847,205.45218:93165 205.94119:1963326 205.95868:177588 206.99654:356965 207.0119:10627935 207.10229:315711 207.93816:1128912 207.95651:311670 207.97722:170156 208.01485:1291340 208.99368:136281 209.00726:427736 209.11758:511852 209.93538:122534 209.95413:92750,60.53408:3964 68.29062:4028 79.95618:32508 84.92794:3930 91.40936:5489 134.09602:4744 139.96567:10449 159.94879:4266 161.95132:12375 162.06476:5893 167.98523:15011 169.1602:3889 169.9812:13575 175.94357:86760 178.10602:3950 186.03569:17392 205.94072:591482 206.06615:26351 206.10059:6338 206.16234:17869
6506,Unknown,4080,9.788383,9.904966,10.06852,231.1234,4308969.5,27322940,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,26.65268,230.94603:108662 230.98598:113520 231.06926:1705819 231.07758:150390 231.10173:99409 231.12343:1368419 231.99234:135515 232.07249:447986 232.12646:171029 233.08643:314335 233.15459:659938 233.99011:137570 234.15739:128703 234.98288:131944 235.08028:110951 235.09737:116873 236.11011:118732,52.64172:3274 61.97171:3941 72.99129:4749 75.00754:63851 75.04342:13780 78.91701:7954 79.95626:248362 80.96396:116282 81.39496:3703 94.32815:3975 97.02811:5965 98.62769:4027 99.08025:89992 100.40538:3924 101.02276:12261 112.10126:3855 113.05976:4436 114.94035:5195 119.03373:311784 122.05966:3806 132.04463:4743 134.96181:4003 141.35968:3568 167.02905:4602 172.06453:43860 187.08734:43661 230.87476:14181 230.98126:12772 231.0679:258261 231.16118:7933
6524,Unknown,4088,9.806,9.922733,10.13123,207.0113,40900016,260328000,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,343.3938,206.99652:205751 207.01134:9093328 207.10178:197523 207.93825:770099 207.95673:266108 208.01518:1030491 209.00743:324697 209.11781:227850 209.95355:116727 211.03835:200834 211.09724:215348,58.26452:13358 61.62291:13435 63.72911:13766 65.74346:16545 78.34429:13725 79.9562:436427 80.96345:16568 91.37124:15312 118.90653:15204 136.35403:14465 143.04887:1075884 163.11086:17419 181.01799:18678 207.01285:4192252
6526,Unknown,4088,9.7974,9.922733,10.10457,272.0711,29912206,243317840,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,203.7477,271.97015:145295 272.07114:6131073 272.98441:86440 273.05499:192570 273.07437:494738 273.13437:625533 274.06674:299279 275.02783:254885 275.06787:248440 275.14987:105371256 275.27551:123345 276.15366:14414691,59.97908:5183 63.96039:34358 64.96822:52573 78.91701:5753 79.95583:32006 80.96345:24438 82.02827:8226 91.979:7077 93.99511:136166 107.97541:24618 108.01936:5454 109.06474:31294 110.06696:17726 120.04485:6416 121.05209:27551 122.05965:20646 136.03955:325196 138.05518:11169 147.03091:8761 149.07097:6440 150.00146:30138 160.039:5740 163.02592:7832 175.05046:6725 176.05872:12688 176.08087:15327 184.00705:74132 185.01463:15833 186.02101:47282 190.00667:8136 191.94414:9614 192.01178:26148 210.99339:9801 214.0406:735578 229.03247:37202 229.06567:469411 229.95935:36676 271.97122:74472 272.06937:255843
6527,Unknown,4088,9.770717,9.922733,10.09552,336.0551,12340221,93918456,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,125.2293,335.95157:260117 336.05524:2605350 337.05817:341243 337.16531:151211 337.94766:226677 338.05081:124783 338.96771:116648 340.96817:1812428,73.03448:4899 78.76296:4517 79.95641:34746 80.96382:53599 89.27965:5466 91.04077:21969 92.04896:83942 95.01224:22706 96.31321:4292 118.84261:4564 121.02797:142201 123.00782:9971 131.10983:4697 136.01488:7792 136.03896:11314 137.024:11630 148.16705:5156 148.18074:5590 152.01051:6436 159.97174:29453 165.01834:63339 170.0611:7496 171.04558:5842 178.99789:26789 181.0136:59941 181.05264:12259 184.99077:7420 197.04794:13346 198.05646:164850 201.02681:5358 202.03082:11191 212.07016:21639 213.07823:41879 228.10168:7345 228.98013:51147 229.86325:5202 242.04465:91246 255.99277:17988 256.06271:16210 257.06836:20842 258.73398:5644 262.01758:16760 272.09415:29395 276.03207:5662 292.06641:77711 292.10904:88040 332.76382:5556 335.95282:52135 336.05838:395018 336.14606:12549
6544,Unknown,4104,9.708233,9.96035,10.07747,160.9556,4561283.5,26432996,,[M-H]-,M + 0,similar chromatogram in higher mz_6538; similar chromatogram in higher mz_6554; similar chromatogram in higher mz_6558,,,,,,,999,FALSE,FALSE,FALSE,,,,,,86.33643,160.95558:1097210 161.03488:134405 162.05487:140912 162.95287:676774,51.53887:2829 71.58759:3042 72.78177:3665 75.31608:3265 79.66908:3169 89.28925:3127 95.39021:3734 117.04461:8942 119.06658:3987 124.97865:4619 130.67238:3685 133.06512:4578 160.95509:449122 161.0345:3848 161.05971:14884 161.09654:5417
6553,Unknown,4108,9.8509,9.969383,10.20348,158.0353,3152097.5,24017298,,[M-H]-,M + 0,found in higher mz's MsMs_6557,,,,,,,999,FALSE,FALSE,FALSE,,,,,,82.05435,158.00041:124765 158.03532:845360 159.97163:181479 160.03978:86729 160.95592:1170155 161.03481:174054 161.95895:69270 161.96872:109210 162.05528:153386 162.95279:919180,57.34787:2735 86.44225:3228 102.97286:3577 107.07575:3986 142.98848:14379 152.52914:3834 158.0359:251752 158.1264:4544
6557,Unknown,4108,9.8509,9.969383,10.12258,201.0218,4399182.5,29217584,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,30.31021,201.02179:1151437 201.04141:1065100 201.11244:215630 201.98973:73374 202.02582:75464 202.05034:89769 202.98657:144437 203.01744:6800786 203.07027:91187 203.12791:74247 203.96181:141470 204.02101:508907 204.97261:85744 205.01358:340801 205.061:742567 205.08607:120524 205.09796:249907 205.12299:171653 205.15923:229202 205.94112:837866 205.95869:120272,59.01257:12003 79.95595:139719 80.96413:4203 93.03384:2572 98.92098:2619 109.02839:9353 121.06441:60116 125.09534:3224 137.02399:4107 137.05911:13488 155.10564:2347 157.07736:4823 158.03586:768752 159.97371:3139 201.02139:571404 201.11319:31241
6558,Unknown,4108,9.842033,9.969383,10.14935,309.0552,6884224,43504108,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,46.47142,308.97787:248712 309.05521:1908377 310.05103:142157 310.05881:230241 311.00864:168227 311.07785:604291 311.09625:399532 311.1153:172283 311.15021:277176 312.04648:79221 312.05563:96654 312.06607:285624 313.08292:4626885 313.13025:149796 313.16571:146863,57.03323:5126 59.01195:4723 63.96088:4610 64.96871:5426 79.95615:35325 80.96391:28993 90.88197:4822 92.45356:4538 92.99471:6348 93.99567:47129 96.95834:7392 104.04863:16192 105.47036:5177 119.03577:7271 131.03583:16858 131.53091:4816 140.86998:5199 146.02368:64818 146.04665:12823 147.03091:7137 148.03883:4960 153.68634:4589 159.05461:10155 161.07156:237738 187.06277:6734 221.15428:5602 225.03226:376229 229.40448:4953 235.02896:62301 242.98711:68031 245.32466:5776 252.0302:5763 265.06512:105411 265.14282:6511 267.02005:10101 267.04489:7957 283.07596:8807 303.70865:5052 308.97684:52934 309.0535:65152 309.13687:29599 309.16782:18709
6594,Unknown,4120,9.842033,9.996516,10.22155,331.0571,7415559,49971148,,[M-H]-,M + 0,similar chromatogram in higher mz_6596; similar chromatogram in higher mz_6581,,,,,,,999,FALSE,FALSE,FALSE,,,,,,31.09447,330.98026:1682956 331.05716:1632949 331.09586:90774 331.11871:74880 331.15445:195692 332.06082:217440 333.13525:129055 333.1713:76384 335.14987:217215 336.05515:391054,59.01195:8502 67.0171:5662 70.36989:4373 79.9556:29930 80.96394:34899 81.03308:37224 83.01229:5248 92.04848:20890 109.06404:6200 120.0436:4975 126.90498:5752 128.97337:7520 135.05457:152379 149.05888:7912 154.62672:5550 161.03494:45217 180.98798:19112 200.07051:13691 215.08162:34763 243.07729:462248 251.0728:9368 269.15585:8018 286.58209:5289 287.0647:35736 287.13046:6800 287.16275:9459 330.98044:364001 331.12326:9732 331.15073:29640
6596,Unknown,4120,9.618733,9.996516,10.24822,399.0096,4517511.5,31919098,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,24.45985,399.00955:1123098 400.01135:164681 401.00754:350251 401.04538:91785 401.18253:103832 402.07764:186892 402.09729:399063 403.17725:103733,55.62313:5234 59.01196:7183 63.96088:5161 76.96889:87701 79.95573:43028 80.96346:21914 87.14013:5069 90.18503:4799 93.97116:7706 96.95834:6814 108.84291:5372 120.95882:308108 156.99139:28042 157.77995:5321 166.66521:5083 192.442:6302 204.96075:27379 262.96552:18603 277.0397:71869 277.95117:36816 285.27969:5374 297.06259:6522 301.04056:20373 363.0274:9737 381.00128:8851 399.01001:246723 399.15369:17572
6608,Unknown,4128,9.8869,10.01468,10.31148,279.1241,99581000,931558720,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,313.4978,279.12411:29621246 280.01419:125234 280.1275:4647454 280.15869:170462 280.95209:117621 281.02356:95206 281.10287:136827 281.12967:448162 281.13779:351842 282.05411:99190 282.98419:186068 283.11856:183394 283.15472:207316 283.26447:711078 284.03235:115777 284.06982:107657 284.10388:233675,58.00051:26282 79.95583:35198 81.89034:25097 85.02824:61834 93.03323:257277 107.04948:32297 127.076:32573 131.08563:46646 177.12711:27934 221.117:6384356 235.13188:153807 279.12457:3186120
6611,Unknown,4128,9.877833,10.01468,10.15838,386.0285,4636707.5,23626892,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,27.89858,386.0282:1514567 386.99045:198708 387.03198:290794 388.02533:420697 388.08148:277200 389.03317:447551 389.16034:120637 390.03561:93853,51.40997:4642 53.10227:4846 56.9818:4179 57.03283:12598 58.25272:4638 59.01239:9466 59.62773:4219 64.58203:4999 67.38862:4016 70.86803:4399 73.02798:5347 79.95619:28729 80.96346:16696 81.03329:4978 81.03813:4610 83.0123:7246 85.02802:94471 101.02277:7668 111.00721:6365 116.11339:6050 129.01784:18287 135.05556:5782 145.09047:5432 155.98517:15961 166.72849:5149 171.00748:28629 182.97179:13164 186.03328:6723 194.00107:7980 197.99585:15150 211.03989:30205 221.99582:5892 226.02797:8756 226.06314:71185 240.0078:6353 249.98959:10009 255.03204:9907 256.0394:19605 270.05441:15665 280.03787:7460 317.98853:5720 350.32193:5710 375.46863:5776 386.00174:10522
6622,Unknown,4140,9.725917,10.04137,10.14028,203.0182,68976656,714877632,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,574.0552,202.98659:152286 203.01816:17180690 203.07097:81893 204.02121:1680360 204.97263:117383 205.01366:769992 205.06102:84463 205.08679:115087 205.09787:329690 205.123:151587 205.15924:192274 205.94119:73770 206.01689:83626 206.51215:684725 207.007:132463 207.01195:235562 207.06563:117888 207.10234:216443 207.51006:62419 207.97734:208508,59.98569:20179 61.41102:19334 64.12518:21323 66.0321:18790 68.25156:23216 79.95621:1070962 80.96345:26459 84.40625:26253 91.40936:26599 107.49313:23069 135.41653:23122 139.05479:827295 159.80115:23343 175.19994:27013 179.99211:22908 203.01765:7623848
6624,Unknown,4140,9.89595,10.04137,10.07747,215.1285,11779676,66998692,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,94.23199,214.967:128365 215.04922:125314 215.06941:106140 215.08812:67876 215.12851:3322777 216.03294:81370 216.13159:410770 216.96431:80667 217.00299:430316 217.08636:134827 217.978:360884 217.99483:210289 218.08182:69596 218.16737:103195 218.95731:59189 218.97882:150877 219.07698:216049 219.10181:81793 219.11334:76111 219.17491:10060933 219.51845:77472 219.97496:161445 219.99043:59883,68.31471:3631 71.04832:15763 72.99129:7482 75.00755:112671 79.95583:12032 93.19066:4305 93.99535:9283 103.81848:3882 107.67942:3653 153.12767:11583 153.73515:4441 170.97559:4500 171.13686:8941 215.02702:4726 215.04797:17136 215.09285:11004 215.12877:313628
6626,Unknown,4140,9.82415,10.04137,10.18547,352.096,5701398.5,36344972,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,35.6199,351.96292:92834 352.09604:1711518 352.96716:62138 353.01117:94023 353.08038:63149 353.09903:334103 353.12445:74784 353.16064:182110 354.0752:114396 354.09293:499491 355.09641:130426 355.17575:141158 355.95795:67638 356.0535:79196 356.8674:94670 356.99847:491293 357.0769:109008,59.01195:5612 79.95634:37173 80.96392:27221 83.77288:4977 89.97095:4612 95.04826:12399 104.20988:4888 109.0647:24038 111.04382:6328 111.08089:49324 121.06478:128484 122.03664:7847 123.04439:22722 125.02372:7371 135.04364:8127 137.05949:133961 139.07509:523902 155.38635:5862 171.0074:21080 186.03328:11822 304.6748:5148 334.08624:6519 352.05103:6563 352.09488:19316
6629,Unknown,4144,9.815066,10.05043,10.23918,201.9456,395518.25,2275923.5,,[M-H]-,M + 1,isotope of 6628,,,,,,,999,FALSE,FALSE,FALSE,,,,,,5.979635,201.94556:116826 201.99388:175838 202.0504:78694 202.98663:119334 203.01755:13998272 203.07101:54690 203.99088:132667 204.02126:1212540 204.97267:72339 205.00537:69610 205.01373:629607 205.08614:72542 205.09727:151831 205.12305:86090 205.15912:238200 206.51222:1033612,59.01238:1900 61.61236:1700 79.95615:22288 80.96346:3164 81.33788:1831 87.02451:1767 89.20369:1823 97.56701:1622 99.9947:24305 104.88107:1712 114.01002:42329 123.02982:2070 127.98988:4577 138.03056:7142 138.05518:1932 139.05603:4023 158.00012:261858 158.03592:7019 158.06018:32383 159.03816:38145 159.9716:33791 170.82089:1907 186.96574:4449 201.94717:9496 201.99329:24531 202.0266:13648 202.04988:7942 202.118:2874
6645,Unknown,4152,9.951333,10.06852,10.22155,380.0207,6127566,44213508,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,22.80344,380.02057:1719605 380.18048:84707 381.02469:242860 381.08734:71703 381.15613:104824 381.19144:75110 382.01837:628260 382.07004:164488 383.021:102522 383.17212:74932 384.99426:267740,50.91914:5481 63.31852:5649 63.96088:6004 66.55636:5107 76.96922:160591 79.95598:41556 80.96368:36397 85.02824:10044 87.00758:4864 90.43085:5696 94.97887:5725 101.23884:5263 111.00832:7332 115.98177:6185 120.95947:777017 171.0074:6459 277.95486:50222 292.97754:9546 307.99847:44381 343.7731:5575 379.99832:16223 380.01941:174693 380.09296:9458 380.17734:12642
6657,Unknown,4160,9.96035,10.08648,10.36505,258.9815,7088575,39551524,,[M-H]-,M + 0,found in higher mz's MsMs_6643,,,,,,,999,FALSE,FALSE,FALSE,,,,,,104.7177,258.98151:2176062 259.07251:96111 259.07846:483496 259.09723:115758 259.11899:92461 259.1546:3642330 259.98889:363448 260.09299:89040 260.1586:480329 260.9635:202860 261.0885:93131 261.11349:153316 261.98608:280754 261.9938:210386 262.97836:147096 262.98444:266210 263.02588:153625 263.05927:78971 263.10986:70414 263.12918:219116 263.97406:228247,52.50974:5949 58.00428:10656 58.74627:5918 62.52089:5870 72.99128:13364 73.95538:6619 75.00755:640426 75.35143:7312 79.95618:32400 80.02504:12010 80.96345:17092 81.03259:10953 92.27422:6392 95.04879:164481 97.0272:18504 97.06438:6968 99.04384:86187 112.35046:6439 124.78803:6449 135.05405:7847 155.14229:7651 160.05243:7651 163.88815:6075 167.14377:23523 175.07434:32096 183.13857:10243 192.98793:167344 195.08269:42016 197.15338:97918 201.14874:86563 207.83458:7406 215.08684:22921 215.16466:11439 241.1438:335874 256.38947:7792 258.98282:729237 259.15683:1082112
6659,Unknown,4160,9.987483,10.08648,10.19442,308.978,6956718.5,38843280,,[M-H]-,M + 0,similar chromatogram in higher mz_6661; similar chromatogram in higher mz_6665,,,,,,,999,FALSE,FALSE,FALSE,,,,,,68.19082,308.978:2041489 309.01154:75591 309.01926:108480 309.05405:125107 309.13434:250394 309.17133:83358 310.04974:73538 311.00864:68829 311.07758:189364 311.09619:544450 311.11401:138040 311.15045:159340 312.0192:447706 312.06479:136866 312.09879:100577 313.02386:120572 313.06851:61112 313.0831:1003881 313.12854:213186 313.16574:76421,57.70003:4102 61.73088:4627 63.96088:6069 64.96871:5815 68.23444:4441 70.00069:4332 79.95632:54527 80.96415:24264 92.99448:29112 93.05684:4862 98.9546:4903 110.86978:4918 148.9847:4489 159.1974:4568 161.07133:16578 208.1675:6440 223.50938:5482 225.03284:38008 237.95093:10431 242.98729:473207 247.13503:6494 251.12564:6123 265.02411:8260 265.06503:13741 265.14282:11243 308.97714:225322 309.05441:22511 309.13687:43724 309.17297:22993
6660,Unknown,4160,9.942317,10.08648,10.15838,330.98,29879192,204424704,,[M-H]-,M + 0,found in higher mz's MsMs_6662,,,,,,,999,FALSE,FALSE,FALSE,,,,,,87.01231,330.98001:8624357 331.05728:439426 331.07718:109529 331.12003:90362 331.13004:71049 331.15433:108348 331.98303:569237 332.06073:80359 333.01801:303583 333.1337:159387 333.15549:488728 333.16974:93295 334.15973:84462 335.14972:215573 335.1716:116619 335.95139:65611,53.47306:10345 59.01238:16477 59.2907:9567 68.994:36087 72.19872:11040 79.95515:34117 80.96346:44992 81.03259:12279 102.76208:10537 118.99144:32331 122.54202:11284 130.99031:16934 135.0549:58792 161.0345:25322 174.49384:10122 180.98845:176775 215.08087:14797 243.07715:180736 248.83888:11462 251.12941:15130 266.50348:11546 285.40771:11006 287.13046:13713 290.03189:12109 330.98047:2162198
6662,Unknown,4160,9.951333,10.08648,10.16742,438.9665,65312652,460721856,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,313.3234,438.92377:979626 438.96652:17165518 439.92551:200104 439.96951:1655220 440.07431:90803 440.92044:919632 440.97141:227842 441.05887:104638 441.10501:123041 441.92334:106871 442.05774:77206 442.91632:175429,59.79973:7995 62.98722:11859 67.08115:8657 68.99441:96898 70.02069:8504 79.95613:41488 80.96346:33061 88.39967:8674 118.99157:57266 130.99031:26164 135.05548:44559 161.0345:13873 167.0311:9020 168.98712:16521 180.98817:991488 187.29839:9684 192.98756:21205 195.06133:10834 230.98462:56885 241.58847:9783 242.98711:37007 243.07695:23529 258.98221:58989 280.97809:9235 285.08783:12860 308.97711:24017 329.05841:9547 330.98013:784853 358.96725:76502 359.09055:11341 438.96445:86146 439.08487:88420
