SMILES,Formula,formula1,mz,Ref
OCCCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C13H11F17OS,C13H11F17O1S1,537.0186357,EPA_Dashboard
CC1CCc2c(sc(NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F)c2C(N)=O)C1,C17H14F12N2O2S,C17H14F12N2O2S1,537.0511573,EPA_Dashboard
CC1(C)OC(C(F)(F)F)(C(F)(F)F)c2cc(C(C)(C)C)cc(C(O)(C(F)(F)F)C(F)(F)F)c2S1,C19H18F12O2S,C19H18F12O2S1,537.0763095,EPA_Dashboard
CCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C19H25F15,C19H25F15,537.1643941,EPA_Dashboard
C=CN(C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C11H6F17NO2S,C11H6F17N1O2S1,537.9774992,EPA_Dashboard
O=C(NCCO)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F,C11H6F17NO4,C11H6F17N1O4,537.9952574,EPA_Dashboard
O=C(Nc1ccccc1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C15H6F17NO,C15H6F17N1O1,538.0105136,EPA_Dashboard
CN(C)c1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,C16H10F17N,C16H10F17N1,538.0468991,EPA_Dashboard
C=COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C12H3F19O2,C12H3F19O2,538.9756855,EPA_Dashboard
FC(Sc1ccccc1)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C15H5F17S,C15H5F17S1,538.9767709,EPA_Dashboard
O=C(O)c1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,C15H5F17O2,C15H5F17O2,538.9945291,EPA_Dashboard
Cc1cc(C(F)(C(F)(F)F)C(F)(F)F)ccc1NC(=O)c1ccccc1C(O)=NC(C)(C)CS(C)=O,C23H23F7N2O3S,C23H23F7N2O3S1,539.1244811,EPA_Dashboard
CC(C)NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C11H8F17NO2S,C11H8F17N1O2S1,539.9931492,EPA_Dashboard
N#Cc1ccc(OC(=O)c2ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)cc1,C20H8F13NO2,C20H8F13N1O2,540.0274654,EPA_Dashboard
CC1(C)C(C=CC(=O)OC(C(F)(F)F)C(F)(F)F)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,C26H21F6NO5,C26H21F6N1O5,540.1251121,EPA_Dashboard
O=CC=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C12H2F20O,C12H2F20O1,540.9713491,EPA_Dashboard
CCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C12H5F19O2,C12H5F19O2,540.9913356,EPA_Dashboard
O=c1c(OCC(F)(F)C(F)(F)C(F)(F)C(F)F)c(OCC(F)(F)C(F)(F)C(F)(F)C(F)F)c1=O,C14H6F16O4,C14H6F16O4,540.9937802,EPA_Dashboard
O=[N+]([O-])c1ccc(NN=CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c([N+](=O)[O-])c1,C14H7F13N4O4,C14H7F13N4O4,541.0186916,EPA_Dashboard
Nc1ccc(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c(N)c1,C14H7F17N2O,C14H7F17N2O1,541.0214126,EPA_Dashboard
CC(n1ncn(-c2ccc(OCC(F)(F)C(F)F)cc2)c1=O)C(O)(Cn1cncn1)c1ccc(F)cc1F,C23H20F6N6O3,C23H20F6N6O3,541.1428278,EPA_Dashboard
CCCCCCCCCCCCCCC=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C22H31F13,C22H31F13,541.2145379,EPA_Dashboard
NCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,C12H8F19NO,C12H8F19N1O1,542.0229701,EPA_Dashboard
CCCCCc1ccc(-c2ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)nc1,C22H18F13N,C22H18F13N1,542.1158864,EPA_Dashboard
COC(=O)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C11H3F19O3,C11H3F19O3,542.9706001,EPA_Dashboard
O=C(OCc1c([N+](=O)[O-])cccc1[N+](=O)[O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C14H5F13N2O6,C14H5F13N2O6,542.9867227,EPA_Dashboard
O=C(C=CC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)F)OCC(F)(F)C(F)(F)C(F)(F)C(F)F,C14H8F16O4,C14H8F16O4,543.0094303,EPA_Dashboard
CCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C22H33F13,C22H33F13,543.2301879,EPA_Dashboard
CC(=O)C1OC(C)=C(S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl)C1c1ccc([N+](=O)[O-])cc1,C17H12ClF8NO6S,C17H12Cl1F8N1O6S1,543.9873315,EPA_Dashboard
CC(=O)n1nc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C13H4F18N2O,C13H4F18N2O1,544.9963407,EPA_Dashboard
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C15H11F13N2O5,C15H11F13N2O5,545.0387583,EPA_Dashboard
C=C(C)C(=O)OCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C15H11F17O2,C15H11F17O2,545.0414793,EPA_Dashboard
FC(F)C(F)(F)C(F)(F)C(F)(F)COCC1(COCC(F)(F)C(F)(F)C(F)(F)C(F)F)COC1,C15H14F16O3,C15H14F16O3,545.0614658,EPA_Dashboard
CCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C17H19F17,C17H19F17,545.1142503,EPA_Dashboard
C=CC(=O)OCCN(C)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C14H10F17NO2,C14H10F17N1O2,546.0367283,EPA_Dashboard
C[N+](C)(C)CC(CC(=O)[O-])OC(=O)CCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C22H34F9NO4,C22H34F9N1O4,546.2271325,EPA_Dashboard
O=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C11HF21O,C11H1F21O1,546.9619273,EPA_Dashboard
OCC(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C10H3F19O4,C10H3F19O4,546.9655148,EPA_Dashboard
O=S1(=O)C(CCC(F)(C(F)(F)F)C(F)(F)F)S(=O)(=O)C1CCC(F)(C(F)(F)F)C(F)(F)F,C12H10F14O4S2,C12H10F14O4S2,546.9724159,EPA_Dashboard
CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C12H5F21,C12H5F21,546.9983128,EPA_Dashboard
C=CC(=O)OCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C14H9F17O3,C14H9F17O3,547.0207439,EPA_Dashboard
Cc1sc(-c2ccccc2)c(C)c1C1=C(c2c(C)sc(-c3ccccc3)c2C)C(F)(F)C(F)(F)C1(F)F,C29H22F6S2,C29H22F6S2,547.099432,EPA_Dashboard
Cc1cc(C(F)(C(F)(F)F)C(F)(F)F)cc(C)c1NC(=O)c1cccc(NC(=O)c2ccc(F)cc2F)c1,C25H17F9N2O2,C25H17F9N2O2,547.1073518,EPA_Dashboard
Cc1cc(C(F)(C(F)(F)F)C(F)(F)F)cc(C)c1NC(=O)c1cccc(NC(=O)c2cc(F)ccc2F)c1,C25H17F9N2O2,C25H17F9N2O2,547.1073518,EPA_Dashboard
Cc1cc(C(F)(C(F)(F)F)C(F)(F)F)cc(C)c1NC(=O)c1c(F)ccc(NC(=O)c2ccccc2)c1F,C25H17F9N2O2,C25H17F9N2O2,547.1073518,EPA_Dashboard
O=S(=O)(n1ccnc1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C11H3F17N2O2S,C11H3F17N2O2S1,548.9570981,EPA_Dashboard
FC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C11F22,C11F22,548.9575908,EPA_Dashboard
O=C(n1nc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1C(F)(F)F)C(F)(F)F,C12HF19N2O,C12H1F19N2O1,548.9712688,EPA_Dashboard
OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C11H3F21O,C11H3F21O1,548.9775773,EPA_Dashboard
O=C(OCC(F)(F)C(F)(F)C(F)(F)C(F)F)OOC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)F,C12H6F16O6,C12H6F16O6,548.9836094,EPA_Dashboard
O=C(O)C(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)O,C13H7F17O4,C13H7F17O4,549.0000084,EPA_Dashboard
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C16H16F18,C16H16F18,549.0891785,EPA_Dashboard
CCN(CC)C(=O)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F,C13H10F17NO3,C13H10F17N1O3,550.0316429,EPA_Dashboard
CCCCNC(=O)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F,C13H10F17NO3,C13H10F17N1O3,550.0316429,EPA_Dashboard
O=C(NCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C12H6F18N2O2,C12H6F18N2O2,551.0069054,EPA_Dashboard
CCCCOC(=O)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F,C13H9F17O4,C13H9F17O4,551.0156585,EPA_Dashboard
CCC(C)OC(=O)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F,C13H9F17O4,C13H9F17O4,551.0156585,EPA_Dashboard
CC(C)COC(=O)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F,C13H9F17O4,C13H9F17O4,551.0156585,EPA_Dashboard
Cc1cc(C)c(C)c(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1C,C18H13F17,C18H13F17,551.0673002,EPA_Dashboard
O=[N+]([O-])CC(CS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1cccs1,C13H8F13NO4S2,C13H8F13N1O4S2,551.9614366,EPA_Dashboard
CNC(=O)c1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,C16H8F17NO,C16H8F17N1O1,552.0261636,EPA_Dashboard
CCCCCCCCCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C18H22F15NO,C18H22F15N1O1,552.1389076,EPA_Dashboard
O=P(C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,C9F21OP,C9F21O1P1,552.9278639,EPA_Dashboard
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C10F22O,C10F22O1,552.9525055,EPA_Dashboard
FC(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,C10F22O,C10F22O1,552.9525055,EPA_Dashboard
C=CC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C13H5F19O2,C13H5F19O2,552.9913356,EPA_Dashboard
Cc1ccc(S(=O)(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,C15H9F15O3S,C15H9F15O3S1,552.9960084,EPA_Dashboard
O=C(OCc1ccccc1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C16H7F17O2,C16H7F17O2,553.0101792,EPA_Dashboard
COC(=O)c1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,C16H7F17O2,C16H7F17O2,553.0101792,EPA_Dashboard
OCc1ccc(OC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,C16H7F17O2,C16H7F17O2,553.0101792,EPA_Dashboard
COC(=O)c1cccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1,C16H7F17O2,C16H7F17O2,553.0101792,EPA_Dashboard
O=C(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C13H8F18O3,C13H8F18O3,553.0113221,EPA_Dashboard
Nc1cc(N)cc(OC(=C(C(F)(C(F)(F)F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F)c1,C15H7F17N2O,C15H7F17N2O1,553.0214126,EPA_Dashboard
CCCCCCCCCCCCCCCCOCC(COC(=O)C(F)(F)C(F)(F)C(F)(F)F)OC(C)=O,C25H41F7O5,C25H41F7O5,553.276942,EPA_Dashboard
CCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C12H10F17NO2S,C12H10F17N1O2S1,554.0087993,EPA_Dashboard
CC(C)COC(=O)C(CC(C(=O)OCC(C)C)C(=O)OCC(C)C)NC(=O)C(F)(F)C(F)(F)C(F)(F)F,C22H32F7NO7,C22H32F7N1O7,554.1994199,EPA_Dashboard
COP(=O)(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OC,C12H10F17O3P,C12H10F17O3P1,555.0023306,EPA_Dashboard
CCOC(=O)c1sc(NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c(C#N)c1C,C16H9F13N2O3S,C16H9F13N2O3S1,555.00535,EPA_Dashboard
CC(C)OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C13H7F19O2,C13H7F19O2,555.0069856,EPA_Dashboard
C[N+](C)(CCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC(=O)[O-],C15H15F15N2O3,C15H15F15N2O3,555.0770356,EPA_Dashboard
Cc1cc(C(F)(C(F)(F)F)C(F)(F)F)ccc1NC(=O)c1ccccc1C(=O)NC(C)(C)CS(C)(=O)=O,C23H23F7N2O4S,C23H23F7N2O4S1,555.1193958,EPA_Dashboard
O=C(O)CNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C10H4F17NO4S,C10H4F17N1O4S1,555.9516783,EPA_Dashboard
O=C(Nc1cccc(F)c1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C15H5F18NO,C15H5F18N1O1,556.0010917,EPA_Dashboard
O=C(Nc1ccccc1F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C15H5F18NO,C15H5F18N1O1,556.0010917,EPA_Dashboard
O=C(Nc1ccc(F)cc1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C15H5F18NO,C15H5F18N1O1,556.0010917,EPA_Dashboard
O=C(O)C=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C12H2F20O2,C12H2F20O2,556.9662637,EPA_Dashboard
CCOC(=O)c1c(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)nc2ccccn12,C17H9F15N2O2,C17H9F15N2O2,557.0351708,EPA_Dashboard
CC1C2CC(C1SCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C1C(=O)OC(=O)C21,C18H15F13O3S,C18H15F13O3S1,557.0461522,EPA_Dashboard
FC(F)(F)C(F)(F)C(F)(F)c1nnnn1CC1(Cn2nnnc2C(F)(F)C(F)(F)C(F)(F)F)COC1,C13H8F14N8O,C13H8F14N8O1,557.052472,EPA_Dashboard
CCCCCCCCC=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C18H19F17,C18H19F17,557.1142503,EPA_Dashboard
CCCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C23H35F13,C23H35F13,557.245838,EPA_Dashboard
COc1ccc(CCN(C(=O)C(F)(F)C(F)(F)C(F)(F)F)C(=O)C(F)(F)C(F)(F)C(F)(F)F)cc1O,C17H11F14NO4,C17H11F14N1O4,558.0391729,EPA_Dashboard
Cc1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,C16H7F19,C16H7F19,559.0171564,EPA_Dashboard
O=C(CCCC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)F)OCC(F)(F)C(F)(F)C(F)(F)C(F)F,C15H12F16O4,C15H12F16O4,559.0407304,EPA_Dashboard
CCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C18H21F17,C18H21F17,559.1299004,EPA_Dashboard
CC(F)(C(F)(F)Cl)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(C)(F)C(F)(F)Cl,C12H6Cl2F18,C12H6Cl2F18,560.9486335,EPA_Dashboard
FC(F)(F)C1(C(F)(F)F)C(F)(F)C(F)(F)C2(F)C(F)(F)C(F)(F)C(F)(F)C1(C(F)(F)F)C2(F)F,C12F22,C12F22,560.9575908,EPA_Dashboard
FC(F)(F)C1(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C21F,C12F22,C12F22,560.9575908,EPA_Dashboard
FC1(F)C(F)(F)C(F)(F)C(F)(C2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C2(F)F)C(F)(F)C1(F)F,C12F22,C12F22,560.9575908,EPA_Dashboard
O=CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C12H3F21O,C12H3F21O1,560.9775773,EPA_Dashboard
OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CO,C12H6F20O2,C12H6F20O2,560.9975638,EPA_Dashboard
CCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C13H7F21,C13H7F21,561.0139628,EPA_Dashboard
O=c1[nH]c(=O)n(C2OC(CO)C(O)C2O)cc1C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C15H11F13N2O6,C15H11F13N2O6,561.0336729,EPA_Dashboard
C=C(C)C(=O)OCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C15H11F17O3,C15H11F17O3,561.036394,EPA_Dashboard
O=C(N1CCCCC1)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F,C14H10F17NO3,C14H10F17N1O3,562.0316429,EPA_Dashboard
C[N+](C)(C)CC(CC(=O)[O-])OC(=O)CCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C18H22F13NO4,C18H22F13N1O4,562.126845,EPA_Dashboard
O=C(Cl)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,C11HClF20O,C11H1Cl1F20O1,562.9323767,EPA_Dashboard
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C12H2F22,C12H2F22,562.9732409,EPA_Dashboard
C=C(C)c1ccc(OC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,C18H9F17O,C18H9F17O1,563.0309146,EPA_Dashboard
C[N+](C)([O-])CCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C14H13F17N2O2,C14H13F17N2O2,563.0632774,EPA_Dashboard
Cc1cc(C(F)(C(F)(F)F)C(F)(F)F)cc(C)c1NC(=O)c1cccc(NC(=O)c2ccc(F)cc2Cl)c1,C25H17ClF8N2O2,C25H17Cl1F8N2O2,563.0778012,EPA_Dashboard
Cc1cc(C(F)(C(F)(F)F)C(F)(F)F)cc(C)c1NC(=O)c1cccc(NC(=O)c2ccc(Cl)cc2F)c1,C25H17ClF8N2O2,C25H17Cl1F8N2O2,563.0778012,EPA_Dashboard
O=C(Nc1ccccc1C(F)(F)C(F)(F)c1ccccc1)Nc1ccccc1C(F)(F)C(F)(F)c1ccccc1,C29H20F8N2O,C29H20F8N2O1,563.137509,EPA_Dashboard
NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C11H4F21NO,C11H4F21N1O1,563.9884764,EPA_Dashboard
C#CCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C13H8F17NO2S,C13H8F17N1O2S1,563.9931492,EPA_Dashboard
O=C(N1CCOCC1)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F,C13H8F17NO4,C13H8F17N1O4,564.0109075,EPA_Dashboard
C=CC(=O)Nc1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,C17H8F17NO,C17H8F17N1O1,564.0261636,EPA_Dashboard
FC(F)(F)C(F)(F)P(CCP(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C10H4F20P2,C10H4F20P2,564.9396078,EPA_Dashboard
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)OC(F)(F)C(F)(F)C(F)(F)C1(F)F,C11F22O,C11F22O1,564.9525055,EPA_Dashboard
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C12H4F22,C12H4F22,564.988891,EPA_Dashboard
C=CC(=O)Oc1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,C17H7F17O2,C17H7F17O2,565.0101792,EPA_Dashboard
O=C(CC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1ccccc1,C17H7F17O2,C17H7F17O2,565.0101792,EPA_Dashboard
O=C(Oc1cccc(-c2ccccc2)c1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C20H9F15O2,C20H9F15O2,565.0290228,EPA_Dashboard
Cc1cc(C(F)(C(F)(F)F)C(F)(F)F)cc(C)c1NC(=O)c1cccc(NC(=O)c2c(F)ccc(F)c2F)c1,C25H16F10N2O2,C25H16F10N2O2,565.09793,EPA_Dashboard
Cc1cc(C(F)(C(F)(F)F)C(F)(F)F)cc(C)c1NC(=O)c1ccc(F)c(NC(=O)c2ccc(F)cc2F)c1,C25H16F10N2O2,C25H16F10N2O2,565.09793,EPA_Dashboard
O=C(OCCCCCCCCCCOC(=O)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,C18H20F14O4,C18H20F14O4,565.1065242,EPA_Dashboard
OC(COCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CN1CCN=C1c1ccccc1,C20H19F13N2O2,C20H19F13N2O2,565.1166147,EPA_Dashboard
CCCCCCCCc1csc(-c2sccc2CCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1,C25H31F9S2,C25H31F9S2,565.165067,EPA_Dashboard
O=S(=O)(N1CCCCC1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C13H10F17NO2S,C13H10F17N1O2S1,566.0087993,EPA_Dashboard
