acc,pre,rec,f1
0.9387755102040817,0.9090909090909091,0.8333333333333334,0.8695652173913043
0.8979591836734694,0.9333333333333333,0.9032258064516129,0.9180327868852459
0.9387755102040817,0.5714285714285714,1.0,0.7272727272727273
0.9591836734693877,0.8571428571428571,0.8571428571428571,0.8571428571428571
0.8775510204081632,0.92,0.8518518518518519,0.8846153846153846
0.9387755102040817,0.967741935483871,0.9375,0.9523809523809523
0.8571428571428571,0.8846153846153846,0.8518518518518519,0.8679245283018868
0.9387755102040817,0.967741935483871,0.9375,0.9523809523809523
0.9387755102040817,0.75,0.6,0.6666666666666665
0.8979591836734694,0.8461538461538461,0.7857142857142857,0.8148148148148148
0.9183673469387755,0.8181818181818182,0.8181818181818182,0.8181818181818182
0.8979591836734694,0.4444444444444444,1.0,0.6153846153846153
0.9591836734693877,1.0,0.6,0.7499999999999999
0.9387755102040817,0.8181818181818182,0.9,0.8571428571428572
0.7551020408163265,0.7333333333333333,0.5789473684210527,0.6470588235294117
0.8979591836734694,0.7777777777777778,0.7,0.7368421052631577
0.8367346938775511,0.8181818181818182,0.6,0.6923076923076923
0.9183673469387755,0.9166666666666666,0.7857142857142857,0.8461538461538461
0.8979591836734694,0.8928571428571429,0.9259259259259259,0.9090909090909091
0.9591836734693877,1.0,0.6,0.7499999999999999
0.9387755102040817,0.9230769230769231,0.8571428571428571,0.888888888888889
0.7959183673469388,0.7647058823529411,0.6842105263157895,0.7222222222222222
0.9183673469387755,0.8181818181818182,0.8181818181818182,0.8181818181818182
0.7959183673469388,0.8461538461538461,0.5789473684210527,0.6875
0.9591836734693877,0.9,0.9,0.9
0.9387755102040817,0.6666666666666666,0.5,0.5714285714285715
0.7755102040816326,0.42857142857142855,0.3,0.3529411764705882
0.7959183673469388,0.7916666666666666,0.7916666666666666,0.7916666666666666
0.7755102040816326,0.8,0.6956521739130435,0.7441860465116279
0.8979591836734694,0.9,0.6923076923076923,0.7826086956521738
0.8979591836734694,0.6363636363636364,0.875,0.7368421052631579
0.9591836734693877,0.8333333333333334,0.8333333333333334,0.8333333333333334
0.9591836734693877,0.9,0.9,0.9
0.9591836734693877,0.9714285714285714,0.9714285714285714,0.9714285714285714
0.9387755102040817,0.8181818181818182,0.9,0.8571428571428572
0.7959183673469388,0.8260869565217391,0.95,0.8837209302325583
0.9387755102040817,0.75,0.8571428571428571,0.7999999999999999
0.9795918367346939,0.8888888888888888,1.0,0.9411764705882353
0.9795918367346939,0.8888888888888888,1.0,0.9411764705882353
0.8367346938775511,0.85,0.9444444444444444,0.8947368421052632
0.9795918367346939,0.8888888888888888,1.0,0.9411764705882353
0.9795918367346939,1.0,0.8571428571428571,0.923076923076923
0.9591836734693877,0.8333333333333334,0.8333333333333334,0.8333333333333334
0.9591836734693877,0.8333333333333334,0.8333333333333334,0.8333333333333334
0.7551020408163265,0.782608695652174,0.9473684210526315,0.8571428571428571
0.9387755102040817,0.8181818181818182,0.9,0.8571428571428572
0.9591836734693877,0.6,1.0,0.7499999999999999
0.9591836734693877,1.0,0.6,0.7499999999999999
0.8775510204081632,1.0,0.76,0.8636363636363636
0.9591836734693877,0.9,0.9,0.9
0.9387755102040817,0.9090909090909091,0.8333333333333334,0.8695652173913043
0.9795918367346939,0.8888888888888888,1.0,0.9411764705882353
0.8979591836734694,1.0,0.375,0.5454545454545454
0.9183673469387755,0.0,0.0,0.0
0.9591836734693877,0.8571428571428571,0.8571428571428571,0.8571428571428571
0.7551020408163265,0.7674418604651163,0.9428571428571428,0.8461538461538461
0.9183673469387755,0.8333333333333334,0.8333333333333334,0.8333333333333334
0.8367346938775511,0.8947368421052632,0.7391304347826086,0.8095238095238095
0.8979591836734694,0.9666666666666667,0.8787878787878788,0.9206349206349207
0.8163265306122449,0.9090909090909091,0.7407407407407407,0.8163265306122449
0.9183673469387755,0.8181818181818182,0.8181818181818182,0.8181818181818182
0.8571428571428571,0.868421052631579,0.9428571428571428,0.904109589041096
0.8979591836734694,0.3333333333333333,0.25,0.28571428571428575
0.7959183673469388,0.9047619047619048,0.7037037037037037,0.7916666666666667
0.9387755102040817,0.8181818181818182,0.9,0.8571428571428572
0.8775510204081632,1.0,0.14285714285714285,0.25
0.8367346938775511,1.0,0.2,0.33333333333333337
0.9183673469387755,0.8181818181818182,0.8181818181818182,0.8181818181818182
0.9183673469387755,0.967741935483871,0.9090909090909091,0.9374999999999999
0.8571428571428571,1.0,0.3,0.4615384615384615
0.9183673469387755,0.7272727272727273,0.8888888888888888,0.7999999999999999
0.8571428571428571,0.7619047619047619,0.8888888888888888,0.8205128205128205
0.8979591836734694,0.7777777777777778,0.7,0.7368421052631577
0.8775510204081632,0.0,0.0,0.0
0.7959183673469388,0.7777777777777778,0.84,0.8076923076923077
0.8775510204081632,1.0,0.76,0.8636363636363636
0.9183673469387755,0.9666666666666667,0.90625,0.9354838709677419
0.7346938775510204,0.6666666666666666,0.7619047619047619,0.7111111111111111
0.8571428571428571,0.7894736842105263,0.8333333333333334,0.8108108108108109
0.8367346938775511,0.7777777777777778,0.7777777777777778,0.7777777777777778
0.9387755102040817,0.967741935483871,0.9375,0.9523809523809523
0.7755102040816326,0.6111111111111112,0.7333333333333333,0.6666666666666666
0.9183673469387755,0.7777777777777778,0.7777777777777778,0.7777777777777778
0.8979591836734694,0.8333333333333334,0.5555555555555556,0.6666666666666667
0.9591836734693877,1.0,0.6,0.7499999999999999
0.9591836734693877,0.8333333333333334,0.8333333333333334,0.8333333333333334
0.9183673469387755,1.0,0.7647058823529411,0.8666666666666666
0.7346938775510204,0.75,0.5714285714285714,0.6486486486486486
0.8979591836734694,1.0,0.375,0.5454545454545454
0.8163265306122449,0.8292682926829268,0.9444444444444444,0.883116883116883
0.7959183673469388,0.8461538461538461,0.5789473684210527,0.6875
0.8571428571428571,0.8461538461538461,0.6875,0.7586206896551724
0.9183673469387755,0.9,0.75,0.8181818181818182
0.8571428571428571,0.8518518518518519,0.8846153846153846,0.8679245283018868
0.9183673469387755,1.0,0.6923076923076923,0.8181818181818181
0.8979591836734694,0.75,0.8181818181818182,0.7826086956521738
0.7959183673469388,0.0,0.0,0.0
0.8979591836734694,0.9,0.8571428571428571,0.8780487804878048
0.9183673469387755,1.0,0.6,0.7499999999999999
0.8979591836734694,1.0,0.2857142857142857,0.4444444444444445
0.8571428571428571,0.75,0.3333333333333333,0.46153846153846156
0.8571428571428571,0.75,0.3333333333333333,0.46153846153846156
0.8367346938775511,0.75,0.3,0.4285714285714285
0.8571428571428571,1.0,0.3,0.4615384615384615
0.8775510204081632,0.0,0.0,0.0
0.8571428571428571,0.7894736842105263,0.8333333333333334,0.8108108108108109
0.8163265306122449,0.8235294117647058,0.9032258064516129,0.8615384615384616
0.8163265306122449,0.8780487804878049,0.9,0.888888888888889
0.8979591836734694,0.7777777777777778,0.7,0.7368421052631577
0.9591836734693877,0.9,0.9,0.9
0.8775510204081632,1.0,0.75,0.8571428571428571
0.9183673469387755,0.9,0.75,0.8181818181818182
0.9183673469387755,0.8888888888888888,0.7272727272727273,0.7999999999999999
0.9387755102040817,1.0,0.7272727272727273,0.8421052631578948
0.9387755102040817,0.8888888888888888,0.8,0.8421052631578948
0.8979591836734694,0.7272727272727273,0.8,0.761904761904762
0.8367346938775511,0.8333333333333334,0.625,0.7142857142857143
0.8571428571428571,0.8888888888888888,0.8571428571428571,0.8727272727272727
0.9795918367346939,1.0,0.8,0.888888888888889
0.8163265306122449,0.7777777777777778,0.875,0.823529411764706
0.8571428571428571,0.9285714285714286,0.6842105263157895,0.7878787878787878
0.9183673469387755,0.8181818181818182,0.8181818181818182,0.8181818181818182
0.7959183673469388,0.8055555555555556,0.90625,0.8529411764705882
0.9591836734693877,0.8,1.0,0.888888888888889
0.8163265306122449,1.0,0.625,0.7692307692307693
0.8775510204081632,0.9310344827586207,0.8709677419354839,0.9
0.9183673469387755,0.9666666666666667,0.90625,0.9354838709677419
0.8979591836734694,0.9666666666666667,0.8787878787878788,0.9206349206349207
0.8571428571428571,1.0,0.7083333333333334,0.8292682926829268
0.8979591836734694,0.9333333333333333,0.9032258064516129,0.9180327868852459
0.8979591836734694,0.8181818181818182,0.75,0.7826086956521738
0.9183673469387755,0.8333333333333334,0.8333333333333334,0.8333333333333334
0.9183673469387755,0.7777777777777778,0.7777777777777778,0.7777777777777778
0.9591836734693877,1.0,0.8,0.888888888888889
0.7755102040816326,0.65,0.7647058823529411,0.7027027027027027
0.9795918367346939,1.0,0.8333333333333334,0.9090909090909091
0.9795918367346939,1.0,0.8333333333333334,0.9090909090909091
0.8367346938775511,1.0,0.6923076923076923,0.8181818181818181
0.8979591836734694,0.9666666666666667,0.8787878787878788,0.9206349206349207
0.8979591836734694,0.9615384615384616,0.8620689655172413,0.9090909090909091
0.9387755102040817,0.3333333333333333,0.5,0.4
0.9795918367346939,1.0,0.75,0.8571428571428571
0.8979591836734694,0.9230769230769231,0.8888888888888888,0.9056603773584906
0.9183673469387755,0.7777777777777778,0.7777777777777778,0.7777777777777778
0.9591836734693877,1.0,0.75,0.8571428571428571
0.8979591836734694,1.0,0.5,0.6666666666666666
0.8571428571428571,1.0,0.2222222222222222,0.3636363636363636
0.9387755102040817,0.8333333333333334,0.9090909090909091,0.8695652173913043
0.9795918367346939,0.9714285714285714,1.0,0.9855072463768115
0.7755102040816326,0.9090909090909091,0.5,0.6451612903225806
0.9795918367346939,1.0,0.8333333333333334,0.9090909090909091
0.9183673469387755,1.0,0.42857142857142855,0.6
0.9183673469387755,0.8181818181818182,0.8181818181818182,0.8181818181818182
0.9795918367346939,1.0,0.8,0.888888888888889
0.9591836734693877,0.9714285714285714,0.9714285714285714,0.9714285714285714
0.9795918367346939,1.0,0.8,0.888888888888889
0.9591836734693877,0.9714285714285714,0.9714285714285714,0.9714285714285714
0.9183673469387755,1.0,0.5,0.6666666666666666
0.7959183673469388,0.9230769230769231,0.5714285714285714,0.7058823529411765
0.9183673469387755,0.9375,0.9375,0.9375
0.9183673469387755,1.0,0.5,0.6666666666666666
0.8163265306122449,0.8421052631578947,0.9142857142857143,0.8767123287671234
0.9387755102040817,0.9714285714285714,0.9444444444444444,0.9577464788732395
0.8571428571428571,0.8666666666666667,0.7222222222222222,0.7878787878787877
0.7755102040816326,0.7307692307692307,0.8260869565217391,0.7755102040816326
0.7551020408163265,0.7391304347826086,0.7391304347826086,0.7391304347826085
0.7551020408163265,0.7407407407407407,0.8,0.7692307692307692
0.8367346938775511,0.6,0.3333333333333333,0.42857142857142855
0.7346938775510204,0.7560975609756098,0.9117647058823529,0.8266666666666665
0.9591836734693877,1.0,0.75,0.8571428571428571
0.9183673469387755,0.625,0.8333333333333334,0.7142857142857143
0.8367346938775511,1.0,0.2,0.33333333333333337
0.8571428571428571,0.8235294117647058,0.7777777777777778,0.7999999999999999
0.9591836734693877,1.0,0.6,0.7499999999999999
0.8979591836734694,0.9333333333333333,0.9032258064516129,0.9180327868852459
0.9183673469387755,0.9375,0.9782608695652174,0.9574468085106383
0.6938775510204082,0.6666666666666666,0.23529411764705882,0.3478260869565218
0.8775510204081632,0.8571428571428571,0.5454545454545454,0.6666666666666665
0.9183673469387755,0.8333333333333334,0.625,0.7142857142857143
0.9591836734693877,0.7777777777777778,1.0,0.8750000000000001
0.8775510204081632,0.3333333333333333,0.2,0.25
1.0,1.0,1.0,1.0
0.9795918367346939,1.0,0.9285714285714286,0.962962962962963
0.9387755102040817,1.0,0.6666666666666666,0.8
0.9795918367346939,0.8333333333333334,1.0,0.9090909090909091
0.7959183673469388,0.8,0.631578947368421,0.7058823529411765
0.9795918367346939,1.0,0.8,0.888888888888889
0.8163265306122449,0.8125,0.896551724137931,0.8524590163934426
0.7346938775510204,0.7142857142857143,0.6818181818181818,0.6976744186046512
0.8367346938775511,0.75,0.3,0.4285714285714285
0.8367346938775511,0.8571428571428571,0.6666666666666666,0.75
0.8163265306122449,0.8571428571428571,0.8823529411764706,0.8695652173913043
0.9183673469387755,0.6666666666666666,0.4,0.5
0.9387755102040817,1.0,0.5,0.6666666666666666
0.8367346938775511,0.0,0.0,0.0
0.8571428571428571,0.7777777777777778,0.5833333333333334,0.6666666666666666
0.9183673469387755,0.6666666666666666,0.4,0.5
0.7959183673469388,0.75,0.875,0.8076923076923077
0.8367346938775511,0.6666666666666666,0.6666666666666666,0.6666666666666666
0.8979591836734694,0.6,0.5,0.5454545454545454
0.9387755102040817,0.8333333333333334,0.7142857142857143,0.7692307692307692
0.9591836734693877,0.8333333333333334,0.8333333333333334,0.8333333333333334
0.8979591836734694,0.6,0.5,0.5454545454545454
0.8163265306122449,0.8181818181818182,0.9,0.8571428571428572
0.8979591836734694,0.8333333333333334,0.5555555555555556,0.6666666666666667
0.9795918367346939,0.9,1.0,0.9473684210526316
0.9183673469387755,0.9166666666666666,0.9166666666666666,0.9166666666666666
0.9591836734693877,0.7777777777777778,1.0,0.8750000000000001
0.8979591836734694,1.0,0.375,0.5454545454545454
